id,tweet,label,disaster,tokenized,lemmatized,stemmed
'262780537465368576',hurricane sandy be tearing up them east coasters  glad i m here safe  in the lone star state   yee haw,1,hurricane,hurricane sandy be tearing up them east coasters glad i m here safe in the lone star state yee haw,hurricane sandy be tearing up them east coaster glad i m here safe in the lone star state yee haw,hurrican sandi be tear up them east coaster glad i m here safe in the lone star state yee haw
'262711117539860480',oh there s suppose to be a hurricane coming   i mean everyone of my followers keeps fucking tweeting about it but really,2,hurricane,oh there s suppose to be a hurricane coming i mean everyone of my followers keeps fucking tweeting about it but really,oh there s suppose to be a hurricane coming i mean everyone of my follower keep fucking tweeting about it but really,oh there s suppos to be a hurrican come i mean everyon of my follow keep fuck tweet about it but realli
'263331918530084864',uscoastguard  news  savannah based coast guardsmen  helicopter pre staged for hurricane sandy response,2,hurricane,uscoastguard news savannah based coast guardsmen helicopter pre staged for hurricane sandy response,uscoastguard news savannah based coast guardsman helicopter pre staged for hurricane sandy response,uscoastguard news savannah base coast guardsmen helicopt pre stage for hurrican sandi respons
'262541087363723264',tpagetbrown  dear frankenstorm  i really think you should go ahead and hit today so i don t have to go back to school tonight  thanks,2,hurricane,tpagetbrown dear frankenstorm i really think you should go ahead and hit today so i don t have to go back to school tonight thanks,tpagetbrown dear frankenstorm i really think you should go ahead and hit today so i don t have to go back to school tonight thanks,tpagetbrown dear frankenstorm i realli think you should go ahead and hit today so i don t have to go back to school tonight thank
'262373660520763393',i have no idea if we re going to be able to get home on the ship from brooklyn tomorrow because of this hurricane malarkey,1,hurricane,i have no idea if we re going to be able to get home on the ship from brooklyn tomorrow because of this hurricane malarkey,i have no idea if we re going to be able to get home on the ship from brooklyn tomorrow because of this hurricane malarkey,i have no idea if we re go to be abl to get home on the ship from brooklyn tomorrow becaus of thi hurrican malarkey
'262903314415484929',wsj  a number of companies have postponed their quarterly earnings reports due to hurricane  sandy,1,hurricane,wsj a number of companies have postponed their quarterly earnings reports due to hurricane sandy,wsj a number of company have postponed their quarterly earnings report due to hurricane sandy,wsj a number of compani have postpon their quarterli earn report due to hurrican sandi
'262411571135913985',nvwilliams2012  duplin county     where you party during a hurricane,2,hurricane,nvwilliams2012 duplin county where you party during a hurricane,nvwilliams2012 duplin county where you party during a hurricane,nvwilliams2012 duplin counti where you parti dure a hurrican
'263146117192093697',guys is there a hurricane   wtf its name  linda or some shit,2,hurricane,guys is there a hurricane wtf its name linda or some shit,guy is there a hurricane wtf it name linda or some shit,guy is there a hurrican wtf it name linda or some shit
'262920378777747456',alisondonnelly1   gnation   everyone in hurricane sandy s path please stay safe,2,hurricane,alisondonnelly1 gnation everyone in hurricane sandy s path please stay safe,alisondonnelly1 gnation everyone in hurricane sandy s path please stay safe,alisondonnelly1 gnation everyon in hurrican sandi s path pleas stay safe
'262617107919949825',asandyhurricane  blowin so many niggas they should call me hurricane sandy kardashian,2,hurricane,asandyhurricane blowin so many niggas they should call me hurricane sandy kardashian,asandyhurricane blowin so many nigga they should call me hurricane sandy kardashian,asandyhurrican blowin so mani nigga they should call me hurrican sandi kardashian
'263355921659486209',this is the only thing i can think about when i hear about hurricane sandy,1,hurricane,this is the only thing i can think about when i hear about hurricane sandy,this is the only thing i can think about when i hear about hurricane sandy,thi is the onli thing i can think about when i hear about hurrican sandi
'263136385479880705',k dombrowski  you people are acting like there s never been a hurricane before  calm down  damn  it s rain and wind and it s not eve,2,hurricane,k dombrowski you people are acting like there s never been a hurricane before calm down damn it s rain and wind and it s not eve,k dombrowski you people are acting like there s never been a hurricane before calm down damn it s rain and wind and it s not eve,k dombrowski you peopl are act like there s never been a hurrican befor calm down damn it s rain and wind and it s not eve
'263399013011845122',tv repo ers get punished by hurricane sandy  the wall to wall tv coverage of hurricane sandy s approach and,1,hurricane,tv repo ers get punished by hurricane sandy the wall to wall tv coverage of hurricane sandy s approach and,tv repo er get punished by hurricane sandy the wall to wall tv coverage of hurricane sandy s approach and,tv repo er get punish by hurrican sandi the wall to wall tv coverag of hurrican sandi s approach and
'263373868624916481',be cool people  take care of each other  huffingtonpost  post hurricane looting repo ed  sandy,1,hurricane,be cool people take care of each other huffingtonpost post hurricane looting repo ed sandy,be cool people take care of each other huffingtonpost post hurricane looting repo ed sandy,be cool peopl take care of each other huffingtonpost post hurrican loot repo ed sandi
'262935710955360257',my grandmother just shared stories about the hurricane of 38  yikes  and they say this will be worse,2,hurricane,my grandmother just shared stories about the hurricane of 38 yikes and they say this will be worse,my grandmother just shared story about the hurricane of 38 yikes and they say this will be worse,my grandmoth just share stori about the hurrican of 38 yike and they say thi will be wors
'263286532532752384',praying for those during the rough time of hurricane sandy   everyone stay safe,2,hurricane,praying for those during the rough time of hurricane sandy everyone stay safe,praying for those during the rough time of hurricane sandy everyone stay safe,pray for those dure the rough time of hurrican sandi everyon stay safe
'262573718348394497',teamplatano xo  when hurricane sandy comes all ya hoes gonna be twerking in the air   lmfao,2,hurricane,teamplatano xo when hurricane sandy comes all ya hoes gonna be twerking in the air lmfao,teamplatano xo when hurricane sandy come all ya hoe gonna be twerking in the air lmfao,teamplatano xo when hurrican sandi come all ya hoe gonna be twerk in the air lmfao
'263130256465084416',thegunzshow is it true that the hurricane are on the way to california    do you know something about it,2,hurricane,thegunzshow is it true that the hurricane are on the way to california do you know something about it,thegunzshow is it true that the hurricane are on the way to california do you know something about it,thegunzshow is it true that the hurrican are on the way to california do you know someth about it
'263304796210081792',oh my goodness there s a hurricane where my dad is working,1,hurricane,oh my goodness there s a hurricane where my dad is working,oh my goodness there s a hurricane where my dad is working,oh my good there s a hurrican where my dad is work
'262876877767725056',mikedelponte  if you didn t see hunger games  just go to whole foods in union square  ny  it s pretty much the same thing   frankenstorm,1,hurricane,mikedelponte if you didn t see hunger games just go to whole foods in union square ny it s pretty much the same thing frankenstorm,mikedelponte if you didn t see hunger game just go to whole food in union square ny it s pretty much the same thing frankenstorm,mikedelpont if you didn t see hunger game just go to whole food in union squar ny it s pretti much the same thing frankenstorm
'262790653833011201',joesantagato  everyone be safe in this hurricane,2,hurricane,joesantagato everyone be safe in this hurricane,joesantagato everyone be safe in this hurricane,joesantagato everyon be safe in thi hurrican
'262920332036435968',miilkkk  can t wait for these hurricane jokes to blow over,2,hurricane,miilkkk can t wait for these hurricane jokes to blow over,miilkkk can t wait for these hurricane joke to blow over,miilkkk can t wait for these hurrican joke to blow over
'262357209646788609',bouta have my hair in these clips theu this whole hurricane   lol i look like coolio,0,hurricane,bouta have my hair in these clips theu this whole hurricane lol i look like coolio,bouta have my hair in these clip theu this whole hurricane lol i look like coolio,bouta have my hair in these clip theu thi whole hurrican lol i look like coolio
'262600235744903172',my god   sandy  frankenstorm      tropical weather and storms   hurricane updates from,2,hurricane,my god sandy frankenstorm tropical weather and storms hurricane updates from,my god sandy frankenstorm tropical weather and storm hurricane update from,my god sandi frankenstorm tropic weather and storm hurrican updat from
'263373871850352641',hurricannesandy  what if gangam style was actually jsst a giant rain dance and we brought this hurricane on ourselves,2,hurricane,hurricannesandy what if gangam style was actually jsst a giant rain dance and we brought this hurricane on ourselves,hurricannesandy what if gangam style wa actually jsst a giant rain dance and we brought this hurricane on ourselves,hurricannesandi what if gangam style wa actual jsst a giant rain danc and we brought thi hurrican on ourselv
'262361630095052802',lmao never a dull moment    nwaonmyneck  ur crazy     ctstylist think i m going to be hurricane  sandy for halloween,2,hurricane,lmao never a dull moment nwaonmyneck ur crazy ctstylist think i m going to be hurricane sandy for halloween,lmao never a dull moment nwaonmyneck ur crazy ctstylist think i m going to be hurricane sandy for halloween,lmao never a dull moment nwaonmyneck ur crazi ctstylist think i m go to be hurrican sandi for halloween
'263364126519226369',mariabartiromo  battery park  manhattan  ny  hurricane sandy  october 29  2012   hurricanesandy,1,hurricane,mariabartiromo battery park manhattan ny hurricane sandy october 29 2012 hurricanesandy,mariabartiromo battery park manhattan ny hurricane sandy october 29 2012 hurricanesandy,mariabartiromo batteri park manhattan ny hurrican sandi octob 29 2012 hurricanesandi
'263400839429902337',frankiero  pretty sure the hurricane just rang my doorbell  shit s getting weird   frankenstormlive,1,hurricane,frankiero pretty sure the hurricane just rang my doorbell shit s getting weird frankenstormlive,frankiero pretty sure the hurricane just rang my doorbell shit s getting weird frankenstormlive,frankiero pretti sure the hurrican just rang my doorbel shit s get weird frankenstorml
'263097707688759297',hrricanesandy  r i p to the 65 victims who lost their lives because of hurricane sandy  rt for respect,2,hurricane,hrricanesandy r i p to the 65 victims who lost their lives because of hurricane sandy rt for respect,hrricanesandy r i p to the 65 victim who lost their life because of hurricane sandy rt for respect,hrricanesandi r i p to the 65 victim who lost their live becaus of hurrican sandi rt for respect
'262666475830132736',lohanthony    ahurricanesandy  retweet if u can twerk like a hurricane   i put the twerk in twerk,1,hurricane,lohanthony ahurricanesandy retweet if u can twerk like a hurricane i put the twerk in twerk,lohanthony ahurricanesandy retweet if u can twerk like a hurricane i put the twerk in twerk,lohanthoni ahurricanesandi retweet if u can twerk like a hurrican i put the twerk in twerk
'263101997849378817',woja22  justin10hill  nateprezz  ben potoczak  loganthomas12 everyone will think its hurricane sandy     but nooo  returnofthebbb,1,hurricane,woja22 justin10hill nateprezz ben potoczak loganthomas12 everyone will think its hurricane sandy but nooo returnofthebbb,woja22 justin10hill nateprezz ben potoczak loganthomas12 everyone will think it hurricane sandy but nooo returnofthebbb,woja22 justin10hil nateprezz ben potoczak loganthomas12 everyon will think it hurrican sandi but nooo returnofthebbb
'263410868136579072',my brother  did that sandstorm come yet       my dad  what    me  i swear to god you better have not meant hurricane sandy       dumbass,2,hurricane,my brother did that sandstorm come yet my dad what me i swear to god you better have not meant hurricane sandy dumbass,my brother did that sandstorm come yet my dad what me i swear to god you better have not meant hurricane sandy dumbass,my brother did that sandstorm come yet my dad what me i swear to god you better have not meant hurrican sandi dumbass
'263279943864160257',shadowshen  uhh  there was a hurricane yesterday  right  because it s fucking beautiful outside right now,2,hurricane,shadowshen uhh there was a hurricane yesterday right because it s fucking beautiful outside right now,shadowshen uhh there wa a hurricane yesterday right because it s fucking beautiful outside right now,shadowshen uhh there wa a hurrican yesterday right becaus it s fuck beauti outsid right now
'262555912441569281',jimno on hurricane sandy more like hurricane wetty   tss tss,1,hurricane,jimno on hurricane sandy more like hurricane wetty tss tss,jimno on hurricane sandy more like hurricane wetty tss tss,jimno on hurrican sandi more like hurrican wetti tss tss
'262892012326514688',ck1trey  so all my ri ppl  did the hurricane hit yet  noo,1,hurricane,ck1trey so all my ri ppl did the hurricane hit yet noo,ck1trey so all my ri ppl did the hurricane hit yet noo,ck1trey so all my ri ppl did the hurrican hit yet noo
'263429391604916224',valerievegaz i guess the cell phone towers are down because of the hurricane,2,hurricane,valerievegaz i guess the cell phone towers are down because of the hurricane,valerievegaz i guess the cell phone tower are down because of the hurricane,valerievegaz i guess the cell phone tower are down becaus of the hurrican
'263343345819070464',andrea mitchell hits romney for making collections for hurricane victims   on msnbc  host andrea mitchell criticized,0,hurricane,andrea mitchell hits romney for making collections for hurricane victims on msnbc host andrea mitchell criticized,andrea mitchell hit romney for making collection for hurricane victim on msnbc host andrea mitchell criticized,andrea mitchel hit romney for make collect for hurrican victim on msnbc host andrea mitchel critic
'263060645992349696',godposts  let s all join together in prayer for all of those in the path of hurricane sandy  praying for you all,2,hurricane,godposts let s all join together in prayer for all of those in the path of hurricane sandy praying for you all,godposts let s all join together in prayer for all of those in the path of hurricane sandy praying for you all,godpost let s all join togeth in prayer for all of those in the path of hurrican sandi pray for you all
'263079133171556352',ida on full blast on my speakers during the hurricane  gt  gt  gt  gt  gt,1,hurricane,ida on full blast on my speakers during the hurricane gt gt gt gt gt,ida on full blast on my speaker during the hurricane gt gt gt gt gt,ida on full blast on my speaker dure the hurrican gt gt gt gt gt
'262725503574761472',the 12 dumbest ways new yorkers prepared for the last hurricane   via  buzzfeed,1,hurricane,the 12 dumbest ways new yorkers prepared for the last hurricane via buzzfeed,the 12 dumbest way new yorkers prepared for the last hurricane via buzzfeed,the 12 dumbest way new yorker prepar for the last hurrican via buzzfe
'262647933969784832',i really wish the hurricane would make its way down to stephenville,1,hurricane,i really wish the hurricane would make its way down to stephenville,i really wish the hurricane would make it way down to stephenville,i realli wish the hurrican would make it way down to stephenvil
'262932314630283266',jcprophet1337 grease  sandy and danny  sandy is also a hurricane  there you go jarod,1,hurricane,jcprophet1337 grease sandy and danny sandy is also a hurricane there you go jarod,jcprophet1337 grease sandy and danny sandy is also a hurricane there you go jarod,jcprophet1337 greas sandi and danni sandi is also a hurrican there you go jarod
'263306213062750209',not being able to reach your parents while your in college because of the stupid hurricane lt  lt  lt  lt  lt  lt  hope they are well and safe,2,hurricane,not being able to reach your parents while your in college because of the stupid hurricane lt lt lt lt lt lt hope they are well and safe,not being able to reach your parent while your in college because of the stupid hurricane lt lt lt lt lt lt hope they are well and safe,not be abl to reach your parent while your in colleg becaus of the stupid hurrican lt lt lt lt lt lt hope they are well and safe
'263381352781598721',hurricannesandy  what if gangam style was actually jsst a giant rain dance and we brought this hurricane on ourselves,2,hurricane,hurricannesandy what if gangam style was actually jsst a giant rain dance and we brought this hurricane on ourselves,hurricannesandy what if gangam style wa actually jsst a giant rain dance and we brought this hurricane on ourselves,hurricannesandi what if gangam style wa actual jsst a giant rain danc and we brought thi hurrican on ourselv
'262914723689926656',beauty omg  blessed to see another day praying for all the hurricane sandy victims,2,hurricane,beauty omg blessed to see another day praying for all the hurricane sandy victims,beauty omg blessed to see another day praying for all the hurricane sandy victim,beauti omg bless to see anoth day pray for all the hurrican sandi victim
'263377953562435584',morganmeows  i hope  joanfidelia doesn t die from the hurricane,2,hurricane,morganmeows i hope joanfidelia doesn t die from the hurricane,morganmeows i hope joanfidelia doesn t die from the hurricane,morganmeow i hope joanfidelia doesn t die from the hurrican
'263029200267649024',mashable  instagram users sharing 10 hurricane sandy photos per second,1,hurricane,mashable instagram users sharing 10 hurricane sandy photos per second,mashable instagram user sharing 10 hurricane sandy photo per second,mashabl instagram user share 10 hurrican sandi photo per second
'263287809408897024',our thoughts are with everyone in hurricane sandy s path  knowware international,2,hurricane,our thoughts are with everyone in hurricane sandy s path knowware international,our thought are with everyone in hurricane sandy s path knowware international,our thought are with everyon in hurrican sandi s path knowwar intern
'262741654073647106',sandyshurricane  da guy on da news was like  it s gonna rain  no shit nigga it s a hurricane,2,hurricane,sandyshurricane da guy on da news was like it s gonna rain no shit nigga it s a hurricane,sandyshurricane da guy on da news wa like it s gonna rain no shit nigga it s a hurricane,sandyshurrican da guy on da news wa like it s gonna rain no shit nigga it s a hurrican
'262563367342977025',ancalerts  nyc stopping subway  bus  train service as hurricane sandy nears     via  cnnbrk,2,hurricane,ancalerts nyc stopping subway bus train service as hurricane sandy nears via cnnbrk,ancalerts nyc stopping subway bus train service a hurricane sandy nears via cnnbrk,ancalert nyc stop subway bu train servic as hurrican sandi near via cnnbrk
'262371528107245569',when the hurricane comes girls are going to be like omg this is so scary  someone cum and cuddle omg     lt 3333,1,hurricane,when the hurricane comes girls are going to be like omg this is so scary someone cum and cuddle omg lt 3333,when the hurricane come girl are going to be like omg this is so scary someone cum and cuddle omg lt 3333,when the hurrican come girl are go to be like omg thi is so scari someon cum and cuddl omg lt 3333
'262665126027595776',everybody getting a hurricane and a tornado confused   like they are two different things,1,hurricane,everybody getting a hurricane and a tornado confused like they are two different things,everybody getting a hurricane and a tornado confused like they are two different thing,everybodi get a hurrican and a tornado confus like they are two differ thing
'262774510552489985',michaelfristick  my timeline is flooded with hurricane tweets  no pun intended  maybe a small amount of pun intended,1,hurricane,michaelfristick my timeline is flooded with hurricane tweets no pun intended maybe a small amount of pun intended,michaelfristick my timeline is flooded with hurricane tweet no pun intended maybe a small amount of pun intended,michaelfristick my timelin is flood with hurrican tweet no pun intend mayb a small amount of pun intend
'262688236571357184',lmao  people would make a twitter for hurricane sandy,1,hurricane,lmao people would make a twitter for hurricane sandy,lmao people would make a twitter for hurricane sandy,lmao peopl would make a twitter for hurrican sandi
'262604855087083520',xhurricanesandy  i went to highschool wit irene  she can t even twerk  she ain t bout that hurricane life,2,hurricane,xhurricanesandy i went to highschool wit irene she can t even twerk she ain t bout that hurricane life,xhurricanesandy i went to highschool wit irene she can t even twerk she ain t bout that hurricane life,xhurricanesandi i went to highschool wit iren she can t even twerk she ain t bout that hurrican life
'263422580046848000',the worst people of hurricane sandy,1,hurricane,the worst people of hurricane sandy,the worst people of hurricane sandy,the worst peopl of hurrican sandi
'262580734794010626',nathoudini  i feel bad for the homeless if the hurricane really does come,2,hurricane,nathoudini i feel bad for the homeless if the hurricane really does come,nathoudini i feel bad for the homeless if the hurricane really doe come,nathoudini i feel bad for the homeless if the hurrican realli doe come
'262671788977311745',i amsin u in the bx   franceley u with it  manhunt in the hurricane   lol,2,hurricane,i amsin u in the bx franceley u with it manhunt in the hurricane lol,i amsin u in the bx franceley u with it manhunt in the hurricane lol,i amsin u in the bx franceley u with it manhunt in the hurrican lol
'263060646147547136',wolfpackalan  they should name the hurricane a rod  then it won t hit anything,2,hurricane,wolfpackalan they should name the hurricane a rod then it won t hit anything,wolfpackalan they should name the hurricane a rod then it won t hit anything,wolfpackalan they should name the hurrican a rod then it won t hit anyth
'263116119559258112',timsynan  the story of why hurricane sandy is so mad,2,hurricane,timsynan the story of why hurricane sandy is so mad,timsynan the story of why hurricane sandy is so mad,timsynan the stori of whi hurrican sandi is so mad
'263372900189499392',hurricannesandy  what if gangam style was actually jsst a giant rain dance and we brought this hurricane on ourselves,2,hurricane,hurricannesandy what if gangam style was actually jsst a giant rain dance and we brought this hurricane on ourselves,hurricannesandy what if gangam style wa actually jsst a giant rain dance and we brought this hurricane on ourselves,hurricannesandi what if gangam style wa actual jsst a giant rain danc and we brought thi hurrican on ourselv
'262610598574051328',cthagod  this hurricane sandy shit is confusing  they talking snow  flooding  it s like the storm is sneezing and farting at the sam,2,hurricane,cthagod this hurricane sandy shit is confusing they talking snow flooding it s like the storm is sneezing and farting at the sam,cthagod this hurricane sandy shit is confusing they talking snow flooding it s like the storm is sneezing and farting at the sam,cthagod thi hurrican sandi shit is confus they talk snow flood it s like the storm is sneez and fart at the sam
'262829752346345472',be safe    hollaatbeanz  really    i gotta walk in this fuckin hurricane right now    not happy at all,2,hurricane,be safe hollaatbeanz really i gotta walk in this fuckin hurricane right now not happy at all,be safe hollaatbeanz really i gotta walk in this fuckin hurricane right now not happy at all,be safe hollaatbeanz realli i gotta walk in thi fuckin hurrican right now not happi at all
'263109570203901952',barbi twins  during  disaster    hurricane cab drivers   evacuations shelters cant turn down someone with pet with lease or,1,hurricane,barbi twins during disaster hurricane cab drivers evacuations shelters cant turn down someone with pet with lease or,barbi twin during disaster hurricane cab driver evacuation shelter cant turn down someone with pet with lease or,barbi twin dure disast hurrican cab driver evacu shelter cant turn down someon with pet with leas or
'263036746328059905',mashable  don t fall for these 6 fake hurricane  sandy pics in your feeds,1,hurricane,mashable don t fall for these 6 fake hurricane sandy pics in your feeds,mashable don t fall for these 6 fake hurricane sandy pic in your feed,mashabl don t fall for these 6 fake hurrican sandi pic in your feed
'262736039687376896',thinking tonight of all our alumni   friends who live in the path of hurricane  sandy  please keep safe,2,hurricane,thinking tonight of all our alumni friends who live in the path of hurricane sandy please keep safe,thinking tonight of all our alumnus friend who live in the path of hurricane sandy please keep safe,think tonight of all our alumni friend who live in the path of hurrican sandi pleas keep safe
'263076758704775168',i wish people can stop talking about the hurricane clearly we all ready fucking know about it,2,hurricane,i wish people can stop talking about the hurricane clearly we all ready fucking know about it,i wish people can stop talking about the hurricane clearly we all ready fucking know about it,i wish peopl can stop talk about the hurrican clearli we all readi fuck know about it
'263078038537920512',diggy piggy hates  sandy  hurricane,2,hurricane,diggy piggy hates sandy hurricane,diggy piggy hate sandy hurricane,diggi piggi hate sandi hurrican
'263066313273008128',uhmm hurricane sandy can go fuck her self,1,hurricane,uhmm hurricane sandy can go fuck her self,uhmm hurricane sandy can go fuck her self,uhmm hurrican sandi can go fuck her self
'262555075552096257',asandyhurricane  blowin so many niggas they should call me hurricane sandy kardashian,2,hurricane,asandyhurricane blowin so many niggas they should call me hurricane sandy kardashian,asandyhurricane blowin so many nigga they should call me hurricane sandy kardashian,asandyhurrican blowin so mani nigga they should call me hurrican sandi kardashian
'263338414169006080',good job trump  donating that  5 million to hurricane relief  it s sad that it took a natural disaster for you to recognize charity though,2,hurricane,good job trump donating that 5 million to hurricane relief it s sad that it took a natural disaster for you to recognize charity though,good job trump donating that 5 million to hurricane relief it s sad that it took a natural disaster for you to recognize charity though,good job trump donat that 5 million to hurrican relief it s sad that it took a natur disast for you to recogn chariti though
'262860200497774592',ny times   hurricane sandy  view from above,1,hurricane,ny times hurricane sandy view from above,ny time hurricane sandy view from above,ny time hurrican sandi view from abov
'263405457513787394',gotta work ot on thursday due to the hurricane,2,hurricane,gotta work ot on thursday due to the hurricane,gotta work ot on thursday due to the hurricane,gotta work ot on thursday due to the hurrican
'262802773085667328',india  news crude down in asia as hurricane threatens us,2,hurricane,india news crude down in asia as hurricane threatens us,india news crude down in asia a hurricane threatens u,india news crude down in asia as hurrican threaten us
'263345586420449280',mastbates  hurricane sandy is bout to do work   cheerleading still isn t a sport,1,hurricane,mastbates hurricane sandy is bout to do work cheerleading still isn t a sport,mastbates hurricane sandy is bout to do work cheerleading still isn t a sport,mastbat hurrican sandi is bout to do work cheerlead still isn t a sport
'263003820852908032',pirate parrot   this hurricane has caused a state of emergency   well pittsburgh baseball has been in a state of emergency since bar,1,hurricane,pirate parrot this hurricane has caused a state of emergency well pittsburgh baseball has been in a state of emergency since bar,pirate parrot this hurricane ha caused a state of emergency well pittsburgh baseball ha been in a state of emergency since bar,pirat parrot thi hurrican ha caus a state of emerg well pittsburgh basebal ha been in a state of emerg sinc bar
'263305503180988416',the 2016 campaign has begun  hurricane sandy 2012  chris christie heaps praise on obama kevin,2,hurricane,the 2016 campaign has begun hurricane sandy 2012 chris christie heaps praise on obama kevin,the 2016 campaign ha begun hurricane sandy 2012 chris christie heap praise on obama kevin,the 2016 campaign ha begun hurrican sandi 2012 chri christi heap prais on obama kevin
'263140570946469888',bryce11anderson  the people who are retweeting this stuff about hurricane sandy are going to feel terrible once the storm hits   its,2,hurricane,bryce11anderson the people who are retweeting this stuff about hurricane sandy are going to feel terrible once the storm hits its,bryce11anderson the people who are retweeting this stuff about hurricane sandy are going to feel terrible once the storm hit it,bryce11anderson the peopl who are retweet thi stuff about hurrican sandi are go to feel terribl onc the storm hit it
'262885387918245888',hope everyones fine from hurricane sandy  my thoughts go out to you folks in its path,2,hurricane,hope everyones fine from hurricane sandy my thoughts go out to you folks in its path,hope everyones fine from hurricane sandy my thought go out to you folk in it path,hope everyon fine from hurrican sandi my thought go out to you folk in it path
'263303822439501824',rude guys  they should name hurricanes with black people names  i d be terrified of hurricane shanaynay,1,hurricane,rude guys they should name hurricanes with black people names i d be terrified of hurricane shanaynay,rude guy they should name hurricane with black people name i d be terrified of hurricane shanaynay,rude guy they should name hurrican with black peopl name i d be terrifi of hurrican shanaynay
'262968968120254464',hurricane sandy about to hit nyc,2,hurricane,hurricane sandy about to hit nyc,hurricane sandy about to hit nyc,hurrican sandi about to hit nyc
'262599626438356993',afrankenstorm  oh my god karen you can t just ask a hurricane why she s only a category 1,2,hurricane,afrankenstorm oh my god karen you can t just ask a hurricane why she s only a category 1,afrankenstorm oh my god karen you can t just ask a hurricane why she s only a category 1,afrankenstorm oh my god karen you can t just ask a hurrican whi she s onli a categori 1
'262671754533691392',carliheller  can t wait to cuddle up with  oomf for this hurricane  lt 33333 aka my dog     same,2,hurricane,carliheller can t wait to cuddle up with oomf for this hurricane lt 33333 aka my dog same,carliheller can t wait to cuddle up with oomf for this hurricane lt 33333 aka my dog same,carlihel can t wait to cuddl up with oomf for thi hurrican lt 33333 aka my dog same
'263019310639890432',justinbieber  everyone dealing with the hurricane up north be safe,2,hurricane,justinbieber everyone dealing with the hurricane up north be safe,justinbieber everyone dealing with the hurricane up north be safe,justinbieb everyon deal with the hurrican up north be safe
'263029308698812417',this hurricane is no joke,2,hurricane,this hurricane is no joke,this hurricane is no joke,thi hurrican is no joke
'263381811256770560',other98  thanks to frankenstorm sandy  this is the new view from lake laguardia   climatechanged,1,hurricane,other98 thanks to frankenstorm sandy this is the new view from lake laguardia climatechanged,other98 thanks to frankenstorm sandy this is the new view from lake laguardia climatechanged,other98 thank to frankenstorm sandi thi is the new view from lake laguardia climatechang
'262810122554859520',hurricannesandy  hurricane irene waz da type of basic bitch tht would try to make fetch happen,2,hurricane,hurricannesandy hurricane irene waz da type of basic bitch tht would try to make fetch happen,hurricannesandy hurricane irene waz da type of basic bitch tht would try to make fetch happen,hurricannesandi hurrican iren waz da type of basic bitch tht would tri to make fetch happen
'262554909344419842',maepaulinnee  that hurricane sandy page is not even funny,2,hurricane,maepaulinnee that hurricane sandy page is not even funny,maepaulinnee that hurricane sandy page is not even funny,maepaulinne that hurrican sandi page is not even funni
'263323041478606848',solangeknowles  have one      a seat  any seat     realdonaldtrump hurricane is good luck for obama again he will buy the election by,0,hurricane,solangeknowles have one a seat any seat realdonaldtrump hurricane is good luck for obama again he will buy the election by,solangeknowles have one a seat any seat realdonaldtrump hurricane is good luck for obama again he will buy the election by,solangeknowl have one a seat ani seat realdonaldtrump hurrican is good luck for obama again he will buy the elect by
'262745424279007232',samir  a rare photo of an empty grand central station due to it s closing because of hurricane sandy,1,hurricane,samir a rare photo of an empty grand central station due to it s closing because of hurricane sandy,samir a rare photo of an empty grand central station due to it s closing because of hurricane sandy,samir a rare photo of an empti grand central station due to it s close becaus of hurrican sandi
'262942494491279360',heard that the hurricane sta ing in brooklyn  and manhattan  oh  please  be safe,2,hurricane,heard that the hurricane sta ing in brooklyn and manhattan oh please be safe,heard that the hurricane sta ing in brooklyn and manhattan oh please be safe,heard that the hurrican sta ing in brooklyn and manhattan oh pleas be safe
'262509202071773185',abc2news  want the latest on  hurricane  sandy  watch     wx,1,hurricane,abc2news want the latest on hurricane sandy watch wx,abc2news want the latest on hurricane sandy watch wx,abc2new want the latest on hurrican sandi watch wx
'263327491903586304',sickipediabot  u s met office issues a stark warning that hurricane sandy has been upgraded to a british summer,1,hurricane,sickipediabot u s met office issues a stark warning that hurricane sandy has been upgraded to a british summer,sickipediabot u s met office issue a stark warning that hurricane sandy ha been upgraded to a british summer,sickipediabot u s met offic issu a stark warn that hurrican sandi ha been upgrad to a british summer
'262769441182474241',steveniannacci  hurricane sandy is making me fat  i m bored and when i m bored  i eat  when i eat  i eat everything,2,hurricane,steveniannacci hurricane sandy is making me fat i m bored and when i m bored i eat when i eat i eat everything,steveniannacci hurricane sandy is making me fat i m bored and when i m bored i eat when i eat i eat everything,steveniannacci hurrican sandi is make me fat i m bore and when i m bore i eat when i eat i eat everyth
'263023239616425984',mjkay   i cannot walk outside without hurricane sandy hitting me in my damn face,2,hurricane,mjkay i cannot walk outside without hurricane sandy hitting me in my damn face,mjkay i cannot walk outside without hurricane sandy hitting me in my damn face,mjkay i cannot walk outsid without hurrican sandi hit me in my damn face
'262828754307526657',q80boy  the last time we saw something like this  was never     governor of connecticut on hurricane sandy,1,hurricane,q80boy the last time we saw something like this was never governor of connecticut on hurricane sandy,q80boy the last time we saw something like this wa never governor of connecticut on hurricane sandy,q80boy the last time we saw someth like thi wa never governor of connecticut on hurrican sandi
'263410414526816256',obama heads to red cross in aftermath of hurricane sandy   via  huffpostpol,1,hurricane,obama heads to red cross in aftermath of hurricane sandy via huffpostpol,obama head to red cross in aftermath of hurricane sandy via huffpostpol,obama head to red cross in aftermath of hurrican sandi via huffpostpol
